Id	Cycle	Group	MS	All(+/+)	All(-/-)	All(+/-)	QTL1(+/+)	QTL1(-/-)	QTL1(+/-)	QTL2(+/+)	QTL2(-/-)	QTL2(+/-)	QTL3(+/+)	QTL3(-/-)	QTL3(+/-)	QTL4(+/+)	QTL4(-/-)	QTL4(+/-)	QTL5(+/+)	QTL5(-/-)	QTL5(+/-)	QTL6(+/+)	QTL6(-/-)	QTL6(+/-)	QTL7(+/+)	QTL7(-/-)	QTL7(+/-)	QTL8(+/+)	QTL8(-/-)	QTL8(+/-)	QTL9(+/+)	QTL9(-/-)	QTL9(+/-)	QTL10(+/+)	QTL10(-/-)	QTL10(+/-)
224	F3	-	0.324017	0.298952	0.650655	0.050130	0.000765	0.994350	0.004202	0.997099	0.000635	0.002198	0.001309	0.994214	0.004386	0.000804	0.996379	0.002768	0.000708	0.981128	0.017843	0.000799	0.996478	0.002675	0.013065	0.540888	0.444913	0.997961	0.000407	0.001481	0.976771	0.003153	0.020029	0.000239	0.998918	0.000804
225	F3	-	0.488442	0.276072	0.298238	0.424740	0.000931	0.995507	0.003381	0.253266	0.008015	0.734816	0.587413	0.014304	0.397419	0.014390	0.004634	0.980692	0.001306	0.009579	0.986736	0.004882	0.937907	0.056981	0.005934	0.005934	0.987601	0.997433	0.000366	0.001377	0.894923	0.007213	0.097595	0.000239	0.998918	0.000804
226	F3	-	0.453004	0.355326	0.448562	0.195355	0.000931	0.995507	0.003381	0.997099	0.000635	0.002198	0.992364	0.000962	0.006235	0.616067	0.006559	0.376722	0.002253	0.029024	0.968369	0.920254	0.046770	0.029714	0.001029	0.995412	0.003483	0.000232	0.996663	0.000741	0.022792	0.415168	0.561906	0.000239	0.998918	0.000804
227	F3	-	0.518114	0.241410	0.203993	0.553407	0.303023	0.011282	0.680862	0.003891	0.003891	0.992038	0.994214	0.001309	0.004386	0.042524	0.013599	0.942967	0.001692	0.010276	0.987685	0.000799	0.996478	0.002675	0.001029	0.995412	0.003483	0.089161	0.003531	0.903097	0.976771	0.003153	0.020029	0.000998	0.000998	0.996850
228	F3	-	0.645767	0.593436	0.301014	0.104662	0.994751	0.000873	0.003761	0.996283	0.000495	0.002892	0.001309	0.994214	0.004386	0.000804	0.996379	0.002768	0.998718	0.000256	0.000959	0.996478	0.000799	0.002675	0.995412	0.001029	0.003483	0.912532	0.002816	0.077168	0.037830	0.014362	0.947724	0.000239	0.998918	0.000804
229	F3	-	0.406220	0.265589	0.451154	0.281261	0.000931	0.995507	0.003381	0.997099	0.000635	0.002198	0.007742	0.007742	0.984383	0.598979	0.001433	0.393001	0.000357	0.994377	0.005097	0.937887	0.004825	0.056863	0.001029	0.995412	0.003483	0.000000	0.910028	0.079176	0.110703	0.600413	0.288158	0.001165	0.001165	0.996873
230	F3	-	0.502610	0.339345	0.333018	0.326529	0.012373	0.303768	0.681779	0.003693	0.003693	0.991846	0.988631	0.000975	0.003914	0.354190	0.014410	0.630482	0.998639	0.000252	0.000994	0.996478	0.000799	0.002675	0.001029	0.995412	0.003483	0.000353	0.997593	0.001589	0.037830	0.014362	0.947724	0.000239	0.998918	0.000804
231	F3	-	0.334742	0.268999	0.599043	0.131484	0.712674	0.010442	0.273916	0.000635	0.997099	0.002198	0.994214	0.001309	0.004386	0.000804	0.996379	0.002768	0.000477	0.989750	0.009517	0.000723	0.995537	0.003419	0.001029	0.995412	0.003483	0.002428	0.002428	0.994323	0.976771	0.003153	0.020029	0.000239	0.998918	0.000804
232	F3	-	0.617535	0.465416	0.229648	0.304239	0.994662	0.000806	0.004086	0.000635	0.997099	0.002198	0.007366	0.007366	0.984083	0.616067	0.006559	0.376722	0.998545	0.000275	0.001030	0.004519	0.065645	0.929227	0.994932	0.001129	0.003436	0.997961	0.000407	0.001481	0.039473	0.219813	0.740124	0.000000	0.997382	0.000000
233	F3	-	0.649382	0.598208	0.299155	0.102347	0.994751	0.000873	0.003761	0.997099	0.000635	0.002198	0.993627	0.001310	0.004024	0.000804	0.996379	0.002768	0.998718	0.000256	0.000959	0.996478	0.000799	0.002675	0.995412	0.001029	0.003483	0.002350	0.002350	0.994439	0.002606	0.988998	0.008365	0.000239	0.998918	0.000804
234	F3	-	0.681590	0.600069	0.235455	0.163042	0.994662	0.000806	0.004086	0.000635	0.997099	0.002198	0.001309	0.994214	0.004386	0.036406	0.327804	0.622884	0.002253	0.029024	0.968369	0.996478	0.000799	0.002675	0.995412	0.001029	0.003483	0.997961	0.000407	0.001481	0.976771	0.003153	0.020029	0.998800	0.000215	0.000836
235	F3	-	0.455920	0.314714	0.402111	0.282413	0.005495	0.005495	0.987998	0.758012	0.007285	0.230361	0.994214	0.001309	0.004386	0.354190	0.014410	0.630482	0.000608	0.984294	0.014626	0.000799	0.996478	0.002675	0.995412	0.001029	0.003483	0.000353	0.997593	0.001589	0.037830	0.014362	0.947724	0.000226	0.998856	0.000811
236	F3	-	0.669419	0.598720	0.259525	0.141399	0.995460	0.000947	0.003373	0.996673	0.000632	0.002168	0.994214	0.001309	0.004386	0.014390	0.004634	0.980692	0.000708	0.981128	0.017843	0.937907	0.004882	0.056981	0.994072	0.000766	0.004735	0.000393	0.997670	0.001458	0.054585	0.603069	0.341513	0.998800	0.000215	0.000836
237	F3	-	0.247258	0.192826	0.697927	0.108863	0.000931	0.995507	0.003381	0.000635	0.997099	0.002198	0.007742	0.007742	0.984383	0.000804	0.996379	0.002768	0.998718	0.000256	0.000959	0.000799	0.996478	0.002675	0.000766	0.994072	0.004735	0.915025	0.003816	0.078361	0.002606	0.988998	0.008365	0.000239	0.998918	0.000804
238	F3	-	0.796375	0.601905	0.008415	0.388941	0.994662	0.000806	0.004086	0.996245	0.000474	0.002995	0.994214	0.001309	0.004386	0.014248	0.004611	0.980645	0.002253	0.029024	0.968369	0.004569	0.004569	0.990691	0.995412	0.001029	0.003483	0.089161	0.003531	0.903097	0.976771	0.003153	0.020029	0.951514	0.035647	0.011632
239	F3	-	0.453462	0.051207	0.140916	0.804511	0.005677	0.005677	0.987989	0.003891	0.003891	0.992038	0.007742	0.007742	0.984383	0.014390	0.004634	0.980692	0.000000	0.974848	0.021149	0.004569	0.004569	0.990691	0.459692	0.000000	0.513740	0.002445	0.002445	0.994242	0.012368	0.404060	0.583191	0.001293	0.001293	0.996994
240	F3	-	0.601434	0.403202	0.199459	0.396464	0.005495	0.005495	0.987998	0.000632	0.996673	0.002168	0.993624	0.001399	0.004394	0.014390	0.004634	0.980692	0.000000	0.974848	0.021149	0.004569	0.004569	0.990691	0.995412	0.001029	0.003483	0.997680	0.000380	0.001418	0.976771	0.003153	0.020029	0.043446	0.002407	0.952615
241	F3	-	0.649177	0.471621	0.172736	0.355113	0.005495	0.005495	0.987998	0.731462	0.225086	0.042052	0.994214	0.001309	0.004386	0.990837	0.000867	0.008188	0.001692	0.010276	0.987685	0.004542	0.004542	0.990392	0.013082	0.477718	0.508064	0.997961	0.000407	0.001481	0.976771	0.003153	0.020029	0.000151	0.998504	0.000853
242	F3	-	0.551276	0.498946	0.396193	0.104661	0.000765	0.994350	0.004202	0.997099	0.000635	0.002198	0.001099	0.992642	0.005882	0.990837	0.000867	0.008188	0.998718	0.000256	0.000959	0.996478	0.000799	0.002675	0.995412	0.001029	0.003483	0.000424	0.998055	0.001428	0.007334	0.972001	0.020603	0.001293	0.001293	0.996994
243	F3	-	0.422700	0.344098	0.497589	0.157203	0.001047	0.995090	0.003189	0.000421	0.994965	0.003396	0.001309	0.994214	0.004386	0.990837	0.000867	0.008188	0.000708	0.981128	0.017843	0.004569	0.004569	0.990691	0.467648	0.002616	0.522126	0.997433	0.000366	0.001377	0.976771	0.003153	0.020029	0.000239	0.998918	0.000804
244	F3	-	0.369395	0.299470	0.560442	0.139848	0.014003	0.928281	0.057188	0.000635	0.997099	0.002198	0.994214	0.001309	0.004386	0.009827	0.682191	0.307384	0.000357	0.994377	0.005097	0.000723	0.995537	0.003419	0.995412	0.001029	0.003483	0.002522	0.002522	0.994497	0.976771	0.003153	0.020029	0.000239	0.998918	0.000804
245	F3	-	0.613112	0.527627	0.300838	0.170970	0.303768	0.012373	0.681779	0.003891	0.003891	0.992038	0.001399	0.993624	0.004394	0.000804	0.996379	0.002768	0.998718	0.000256	0.000959	0.996478	0.000799	0.002675	0.995412	0.001029	0.003483	0.000232	0.996663	0.000741	0.976771	0.003153	0.020029	0.998800	0.000215	0.000836
246	F3	-	0.697259	0.596203	0.201108	0.202111	0.993933	0.000653	0.001829	0.003693	0.003693	0.991846	0.007742	0.007742	0.984383	0.990837	0.000867	0.008188	0.000357	0.994377	0.005097	0.996478	0.000799	0.002675	0.994072	0.000766	0.004735	0.997961	0.000407	0.001481	0.976771	0.003153	0.020029	0.000183	0.998626	0.000853
247	F3	-	0.629023	0.558506	0.300266	0.141034	0.995704	0.000968	0.003223	0.003891	0.003891	0.992038	0.994214	0.001309	0.004386	0.616067	0.006559	0.376722	0.000357	0.994377	0.005097	0.000799	0.996478	0.002675	0.001029	0.995412	0.003483	0.997423	0.000301	0.001856	0.976771	0.003153	0.020029	0.998800	0.000215	0.000836
248	F3	-	0.812056	0.727842	0.103166	0.168428	0.713221	0.011159	0.274242	0.996283	0.000495	0.002892	0.587413	0.014304	0.397419	0.014390	0.004634	0.980692	0.998468	0.000220	0.001078	0.000723	0.996044	0.002447	0.994916	0.001074	0.003271	0.997433	0.000366	0.001377	0.976771	0.003153	0.020029	0.998800	0.000215	0.000836
249	F3	-	0.488157	0.334052	0.357462	0.308212	0.994662	0.000806	0.004086	0.000635	0.997099	0.002198	0.007538	0.007538	0.984244	0.000587	0.995310	0.003732	0.000357	0.994377	0.005097	0.069021	0.007494	0.923379	0.995412	0.001029	0.003483	0.997961	0.000407	0.001481	0.273051	0.569267	0.157424	0.001293	0.001293	0.996994
250	F3	-	0.598893	0.497462	0.299203	0.202862	0.005677	0.005677	0.987989	0.003696	0.003696	0.991851	0.001309	0.994214	0.004386	0.973304	0.002813	0.023523	0.000357	0.994377	0.005097	0.996478	0.000799	0.002675	0.995412	0.001029	0.003483	0.996976	0.000210	0.000419	0.002606	0.988998	0.008365	0.998800	0.000215	0.000836
251	F3	-	0.501051	0.206576	0.204038	0.588951	0.005301	0.005301	0.987903	0.003891	0.003891	0.992038	0.007623	0.007623	0.984336	0.973304	0.002813	0.023523	0.002253	0.029024	0.968369	0.069021	0.007494	0.923379	0.001029	0.995412	0.003483	0.002350	0.002350	0.994439	0.002183	0.986257	0.011203	0.998800	0.000215	0.000836
252	F3	-	0.272625	0.145543	0.599634	0.254164	0.000931	0.995507	0.003381	0.003827	0.003827	0.991350	0.432864	0.014312	0.548430	0.014248	0.004611	0.980645	0.998468	0.000220	0.001078	0.000799	0.996478	0.002675	0.001029	0.995412	0.003483	0.000424	0.998055	0.001428	0.002606	0.988998	0.008365	0.000239	0.998918	0.000804
253	F3	-	0.652752	0.409680	0.103853	0.486144	0.005695	0.005695	0.987900	0.996953	0.000617	0.002285	0.992642	0.001099	0.005882	0.990837	0.000867	0.008188	0.001692	0.010276	0.987685	0.069021	0.007494	0.923379	0.001029	0.995412	0.003483	0.002522	0.002522	0.994497	0.037830	0.014362	0.947724	0.998582	0.000189	0.000419
254	F3	-	0.557340	0.501870	0.386253	0.110939	0.995101	0.001007	0.003317	0.997099	0.000635	0.002198	0.994214	0.001309	0.004386	0.990837	0.000867	0.008188	0.000357	0.994377	0.005097	0.004882	0.937907	0.056981	0.995412	0.001029	0.003483	0.002816	0.912532	0.077168	0.037830	0.014362	0.947724	0.000151	0.998504	0.000853
255	F3	-	0.162052	0.102223	0.777896	0.119657	0.000931	0.995507	0.003381	0.997099	0.000635	0.002198	0.007623	0.007623	0.984336	0.000804	0.996379	0.002768	0.006654	0.859821	0.132780	0.004882	0.937907	0.056981	0.001029	0.995412	0.003483	0.000424	0.998055	0.001428	0.002606	0.988998	0.008365	0.000183	0.998626	0.000853
256	F3	-	0.496840	0.231548	0.236564	0.530583	0.005677	0.005677	0.987989	0.751530	0.002071	0.240573	0.007538	0.007538	0.984244	0.000587	0.995310	0.003732	0.001714	0.011264	0.986567	0.000799	0.996478	0.002675	0.005855	0.005855	0.987561	0.997961	0.000407	0.001481	0.542575	0.339794	0.114034	0.001248	0.001248	0.996978
257	F3	-	0.353347	0.206935	0.499492	0.292824	0.000765	0.994350	0.004202	0.996283	0.000495	0.002892	0.001309	0.994214	0.004386	0.000804	0.996379	0.002768	0.001714	0.011264	0.986567	0.000799	0.996478	0.002675	0.000766	0.994072	0.004735	0.089161	0.003531	0.903097	0.976771	0.003153	0.020029	0.000982	0.000982	0.996887
258	F3	-	0.648965	0.596782	0.298641	0.104366	0.005677	0.005677	0.987989	0.996673	0.000632	0.002168	0.994214	0.001309	0.004386	0.000804	0.996379	0.002768	0.000708	0.981128	0.017843	0.000799	0.996478	0.002675	0.995412	0.001029	0.003483	0.997961	0.000407	0.001481	0.976771	0.003153	0.020029	0.998800	0.000215	0.000836
259	F3	-	0.731132	0.689932	0.226422	0.082400	0.008299	0.710252	0.276208	0.996673	0.000632	0.002168	0.994214	0.001309	0.004386	0.942258	0.001590	0.055895	0.989243	0.002492	0.008090	0.982269	0.005902	0.011568	0.011446	0.539855	0.443322	0.997961	0.000407	0.001481	0.976771	0.003153	0.020029	0.000183	0.998626	0.000853
260	F3	-	0.522227	0.307117	0.262328	0.430222	0.000931	0.995507	0.003381	0.003891	0.003891	0.992038	0.994214	0.001309	0.004386	0.014248	0.004611	0.980645	0.001692	0.010276	0.987685	0.996478	0.000799	0.002675	0.005934	0.005934	0.987601	0.000393	0.997670	0.001458	0.054585	0.603069	0.341513	0.998800	0.000215	0.000836
261	F3	-	0.659668	0.597984	0.277938	0.123369	0.993933	0.000653	0.001829	0.008289	0.759064	0.231449	0.992364	0.000962	0.006235	0.990837	0.000867	0.008188	0.002253	0.029024	0.968369	0.996478	0.000799	0.002675	0.994072	0.000766	0.004735	0.000424	0.998055	0.001428	0.002606	0.988998	0.008365	0.998582	0.000189	0.000419
262	F3	-	0.500751	0.398649	0.396835	0.204203	0.995704	0.000968	0.003223	0.996245	0.000474	0.002995	0.991087	0.000862	0.006943	0.990837	0.000867	0.008188	0.000708	0.981128	0.017843	0.000799	0.996478	0.002675	0.006098	0.006098	0.987706	0.001539	0.993921	0.004263	0.002183	0.986257	0.011203	0.001293	0.001293	0.996994
263	F3	-	0.549940	0.400061	0.299963	0.299758	0.000931	0.995507	0.003381	0.003812	0.003812	0.991962	0.994214	0.001309	0.004386	0.990527	0.000820	0.007913	0.998639	0.000252	0.000994	0.004561	0.004561	0.990607	0.006098	0.006098	0.987706	0.000424	0.998055	0.001428	0.002606	0.988998	0.008365	0.998800	0.000215	0.000836
264	F3	-	0.425354	0.265657	0.413770	0.319394	0.995704	0.000968	0.003223	0.000650	0.996668	0.002164	0.433369	0.015520	0.550358	0.990837	0.000867	0.008188	0.002253	0.029024	0.968369	0.000799	0.996478	0.002675	0.001029	0.995412	0.003483	0.001028	0.084984	0.904570	0.230660	0.018857	0.750106	0.000239	0.998918	0.000804
265	F3	-	0.532601	0.456020	0.389207	0.153163	0.995704	0.000968	0.003223	0.000632	0.996673	0.002168	0.994214	0.001309	0.004386	0.000804	0.996379	0.002768	0.998718	0.000256	0.000959	0.004561	0.004561	0.990607	0.011146	0.534831	0.439824	0.000353	0.997593	0.001589	0.555265	0.359286	0.085269	0.998800	0.000215	0.000836
266	F3	-	0.502676	0.399560	0.393300	0.206231	0.967661	0.008783	0.023182	0.996245	0.000474	0.002995	0.994214	0.001309	0.004386	0.000804	0.996379	0.002768	0.000357	0.994377	0.005097	0.000799	0.996478	0.002675	0.013082	0.477718	0.508064	0.997423	0.000301	0.001856	0.022929	0.413667	0.558950	0.002089	0.043513	0.952338
267	F3	-	0.507914	0.260424	0.244210	0.494981	0.994751	0.000873	0.003761	0.000635	0.997099	0.002198	0.587413	0.014304	0.397419	0.987539	0.000580	0.011181	0.001692	0.010276	0.987685	0.004569	0.004569	0.990691	0.001029	0.995412	0.003483	0.002522	0.002522	0.994497	0.022792	0.415168	0.561906	0.001293	0.001293	0.996994
268	F3	-	0.342245	0.203838	0.518684	0.276813	0.043658	0.120853	0.833027	0.000632	0.996673	0.002168	0.992642	0.001099	0.005882	0.990837	0.000867	0.008188	0.000357	0.994377	0.005097	0.000799	0.996478	0.002675	0.001029	0.995412	0.003483	0.004527	0.090795	0.902254	0.002606	0.988998	0.008365	0.001293	0.001293	0.996994
269	F3	-	0.524264	0.369103	0.319083	0.310322	0.000931	0.995507	0.003381	0.000650	0.996668	0.002164	0.576790	0.004340	0.412826	0.260194	0.013469	0.725189	0.989243	0.002492	0.008090	0.982269	0.005902	0.011568	0.532661	0.004655	0.458331	0.065112	0.065112	0.868558	0.283028	0.104268	0.612400	0.000153	0.998422	0.000713
270	F3	-	0.294423	0.231050	0.640851	0.126745	0.000931	0.995507	0.003381	0.000635	0.997099	0.002198	0.993627	0.001310	0.004024	0.035004	0.331039	0.632824	0.000000	0.977590	0.018260	0.995311	0.000710	0.003354	0.011446	0.539855	0.443322	0.000314	0.997510	0.001809	0.273051	0.569267	0.157424	0.000183	0.998626	0.000853
271	F3	-	0.562649	0.554010	0.428244	0.017278	0.994751	0.000873	0.003761	0.995116	0.000450	0.001801	0.001099	0.992642	0.005882	0.990837	0.000867	0.008188	0.000357	0.994377	0.005097	0.004882	0.937907	0.056981	0.001029	0.995412	0.003483	0.997961	0.000407	0.001481	0.555265	0.359286	0.085269	0.998800	0.000215	0.000836
272	F3	-	0.504321	0.428558	0.419694	0.151526	0.995704	0.000968	0.003223	0.997099	0.000635	0.002198	0.014304	0.587413	0.397419	0.002587	0.989206	0.008024	0.000708	0.981128	0.017843	0.007494	0.069021	0.923379	0.995412	0.001029	0.003483	0.000424	0.998055	0.001428	0.273051	0.569267	0.157424	0.998800	0.000215	0.000836
273	F3	-	0.327478	0.107895	0.452117	0.439167	0.000931	0.995507	0.003381	0.997099	0.000635	0.002198	0.014312	0.432864	0.548430	0.042524	0.013599	0.942967	0.014847	0.094317	0.889646	0.004569	0.004569	0.990691	0.000766	0.994072	0.004735	0.000424	0.998055	0.001428	0.002183	0.986257	0.011203	0.001293	0.001293	0.996994
274	F3	-	0.252851	0.201493	0.695594	0.102715	0.000765	0.994350	0.004202	0.996953	0.000617	0.002285	0.992642	0.001099	0.005882	0.014390	0.004634	0.980692	0.000357	0.994377	0.005097	0.000799	0.996478	0.002675	0.001029	0.995412	0.003483	0.000424	0.998055	0.001428	0.007334	0.972001	0.020603	0.000239	0.998918	0.000804
275	F3	-	0.708375	0.618969	0.201970	0.178811	0.000765	0.994350	0.004202	0.997099	0.000635	0.002198	0.994214	0.001309	0.004386	0.973304	0.002813	0.023523	0.998545	0.000275	0.001030	0.996478	0.000799	0.002675	0.995412	0.001029	0.003483	0.002522	0.002522	0.994497	0.230660	0.018857	0.750106	0.000690	0.997113	0.002013
276	F3	-	0.472081	0.220200	0.275333	0.503761	0.000936	0.994852	0.003155	0.996668	0.000650	0.002164	0.007538	0.007538	0.984244	0.095933	0.004375	0.896891	0.047540	0.711934	0.239740	0.017438	0.017438	0.964862	0.995412	0.001029	0.003483	0.002522	0.002522	0.994497	0.037830	0.014362	0.947724	0.000183	0.998626	0.000853
277	F3	-	0.569789	0.444212	0.304228	0.251153	0.000931	0.995507	0.003381	0.997099	0.000635	0.002198	0.994214	0.001309	0.004386	0.014390	0.004634	0.980692	0.998718	0.000256	0.000959	0.004542	0.004542	0.990392	0.477718	0.013082	0.508064	0.000393	0.997670	0.001458	0.002606	0.988998	0.008365	0.951514	0.035647	0.011632
278	F3	-	0.575146	0.399220	0.248655	0.351852	0.995704	0.000968	0.003223	0.997099	0.000635	0.002198	0.007742	0.007742	0.984383	0.000804	0.996379	0.002768	0.000708	0.981128	0.017843	0.937907	0.004882	0.056981	0.013082	0.477718	0.508064	0.002522	0.002522	0.994497	0.037830	0.014362	0.947724	0.998800	0.000215	0.000836
279	F3	-	0.366730	0.300634	0.566511	0.132193	0.005495	0.005495	0.987998	0.997099	0.000635	0.002198	0.994214	0.001309	0.004386	0.008483	0.681531	0.305451	0.000357	0.994377	0.005097	0.996478	0.000799	0.002675	0.001029	0.995412	0.003483	0.000424	0.998055	0.001428	0.002606	0.988998	0.008365	0.000151	0.998504	0.000853
280	F3	-	0.691787	0.600643	0.216515	0.182288	0.043658	0.120853	0.833027	0.000635	0.997099	0.002198	0.993627	0.001310	0.004024	0.000804	0.996379	0.002768	0.998718	0.000256	0.000959	0.996044	0.000723	0.002447	0.995412	0.001029	0.003483	0.997961	0.000407	0.001481	0.976771	0.003153	0.020029	0.002803	0.043941	0.952462
281	F3	-	0.640901	0.488377	0.203455	0.305048	0.005301	0.005301	0.987903	0.994753	0.000450	0.001813	0.413482	0.000000	0.562843	0.000804	0.996379	0.002768	0.998718	0.000256	0.000959	0.937907	0.004882	0.056981	0.477718	0.013082	0.508064	0.997961	0.000407	0.001481	0.056947	0.015172	0.926815	0.000183	0.998626	0.000853
282	F3	-	0.772399	0.551037	0.005482	0.442723	0.005301	0.005301	0.987903	0.997099	0.000635	0.002198	0.007742	0.007742	0.984383	0.990837	0.000867	0.008188	0.002253	0.029024	0.968369	0.996478	0.000799	0.002675	0.532661	0.004655	0.458331	0.002428	0.002428	0.994323	0.976771	0.003153	0.020029	0.998800	0.000215	0.000836
283	F3	-	0.492335	0.393474	0.408408	0.197722	0.000765	0.994350	0.004202	0.000635	0.997099	0.002198	0.007742	0.007742	0.984383	0.990527	0.000820	0.007913	0.998718	0.000256	0.000959	0.996478	0.000799	0.002675	0.000766	0.994072	0.004735	0.901043	0.075664	0.021626	0.037830	0.014362	0.947724	0.000239	0.998918	0.000804
284	F3	-	0.499898	0.300252	0.299990	0.399292	0.005495	0.005495	0.987998	0.000635	0.997099	0.002198	0.007366	0.007366	0.984083	0.990837	0.000867	0.008188	0.000357	0.994377	0.005097	0.996478	0.000799	0.002675	0.994916	0.001074	0.003271	0.002537	0.002537	0.994050	0.002606	0.988998	0.008365	0.001293	0.001293	0.996994
285	F3	-	0.599176	0.496978	0.297671	0.204397	0.995704	0.000968	0.003223	0.000635	0.997099	0.002198	0.994214	0.001309	0.004386	0.000804	0.996379	0.002768	0.998718	0.000256	0.000959	0.937907	0.004882	0.056981	0.006098	0.006098	0.987706	0.997433	0.000366	0.001377	0.037830	0.014362	0.947724	0.000434	0.954987	0.036650
286	F3	-	0.789723	0.691550	0.110396	0.196345	0.738980	0.086500	0.169263	0.758012	0.007285	0.230361	0.994214	0.001309	0.004386	0.990837	0.000867	0.008188	0.002253	0.029024	0.968369	0.996478	0.000799	0.002675	0.539855	0.011446	0.443322	0.997961	0.000407	0.001481	0.894923	0.007213	0.097595	0.001991	0.959106	0.037807
287	F3	-	0.523281	0.408457	0.361543	0.229648	0.000931	0.995507	0.003381	0.000635	0.997099	0.002198	0.994214	0.001309	0.004386	0.038334	0.004908	0.955584	0.001883	0.016731	0.981006	0.996478	0.000799	0.002675	0.001029	0.995412	0.003483	0.997680	0.000380	0.001418	0.054585	0.603069	0.341513	0.998800	0.000215	0.000836
288	F3	-	0.469064	0.398875	0.460080	0.140379	0.000931	0.995507	0.003381	0.000635	0.997099	0.002198	0.994214	0.001309	0.004386	0.000587	0.995310	0.003732	0.998468	0.000220	0.001078	0.007494	0.069021	0.923379	0.011446	0.539855	0.443322	0.997961	0.000407	0.001481	0.976771	0.003153	0.020029	0.000239	0.998918	0.000804
289	F3	-	0.598474	0.497888	0.300709	0.201171	0.995704	0.000968	0.003223	0.003891	0.003891	0.992038	0.007366	0.007366	0.984083	0.000804	0.996379	0.002768	0.998718	0.000256	0.000959	0.996478	0.000799	0.002675	0.001005	0.995244	0.003603	0.997961	0.000407	0.001481	0.976771	0.003153	0.020029	0.000183	0.998626	0.000853
290	F3	-	0.445014	0.291173	0.400884	0.307682	0.000931	0.995507	0.003381	0.000632	0.996673	0.002168	0.007742	0.007742	0.984383	0.000804	0.996379	0.002768	0.998718	0.000256	0.000959	0.000799	0.996478	0.002675	0.005855	0.005855	0.987561	0.002522	0.002522	0.994497	0.894923	0.007213	0.097595	0.998800	0.000215	0.000836
291	F3	-	0.695143	0.592529	0.201795	0.205228	0.995704	0.000968	0.003223	0.003891	0.003891	0.992038	0.994214	0.001309	0.004386	0.000804	0.996379	0.002768	0.998718	0.000256	0.000959	0.937907	0.004882	0.056981	0.000766	0.994072	0.004735	0.997423	0.000301	0.001856	0.037830	0.014362	0.947724	0.958037	0.001531	0.037606
292	F3	-	0.505974	0.402828	0.390495	0.206292	0.000931	0.995507	0.003381	0.000635	0.997099	0.002198	0.992642	0.001099	0.005882	0.990837	0.000867	0.008188	0.003594	0.954317	0.041645	0.056544	0.902567	0.039571	0.006098	0.006098	0.987706	0.997423	0.000301	0.001856	0.976771	0.003153	0.020029	0.002803	0.043941	0.952462
293	F3	-	0.636550	0.596871	0.323462	0.079357	0.995704	0.000968	0.003223	0.009393	0.253808	0.735565	0.992642	0.001099	0.005882	0.000804	0.996379	0.002768	0.000708	0.981128	0.017843	0.000799	0.996478	0.002675	0.995412	0.001029	0.003483	0.997961	0.000407	0.001481	0.976771	0.003153	0.020029	0.998518	0.000171	0.000625
294	F3	-	0.389157	0.277941	0.499143	0.222431	0.005495	0.005495	0.987998	0.000635	0.997099	0.002198	0.543450	0.389311	0.065909	0.000804	0.996379	0.002768	0.998468	0.000220	0.001078	0.004542	0.004542	0.990392	0.001029	0.995412	0.003483	0.000424	0.998055	0.001428	0.273051	0.569267	0.157424	0.951514	0.035647	0.011632
295	F3	-	0.582451	0.492023	0.326130	0.180858	0.000936	0.994852	0.003155	0.996668	0.000650	0.002164	0.843909	0.021421	0.133843	0.299191	0.648968	0.050830	0.000357	0.994377	0.005097	0.994269	0.001366	0.004226	0.011446	0.539855	0.443322	0.997961	0.000407	0.001481	0.774240	0.058152	0.167482	0.001248	0.001248	0.996978
296	F3	-	0.627336	0.457715	0.200992	0.339241	0.297471	0.007367	0.679177	0.997099	0.000635	0.002198	0.992642	0.001099	0.005882	0.096561	0.004999	0.897276	0.989243	0.002492	0.008090	0.965102	0.011742	0.022615	0.006028	0.006028	0.987672	0.000353	0.997593	0.001589	0.230660	0.018857	0.750106	0.001991	0.959106	0.037807
297	F3	-	0.658446	0.508617	0.190577	0.299658	0.005301	0.005301	0.987903	0.997099	0.000635	0.002198	0.991340	0.000734	0.001462	0.096561	0.004999	0.897276	0.004741	0.919373	0.075215	0.011742	0.965102	0.022615	0.005855	0.005855	0.987561	0.997961	0.000407	0.001481	0.976771	0.003153	0.020029	0.998800	0.000215	0.000836
298	F3	-	0.420731	0.334295	0.492308	0.172873	0.994751	0.000873	0.003761	0.253808	0.009393	0.735565	0.001309	0.994214	0.004386	0.096561	0.004999	0.897276	0.989243	0.002492	0.008090	0.010020	0.924788	0.064268	0.994072	0.000766	0.004735	0.000424	0.998055	0.001428	0.002606	0.988998	0.008365	0.000151	0.998504	0.000853
299	F3	-	0.243047	0.005970	0.519383	0.474154	0.000931	0.995507	0.003381	0.009393	0.253808	0.735565	0.007623	0.007623	0.984336	0.000804	0.996379	0.002768	0.000608	0.984294	0.014626	0.000799	0.996478	0.002675	0.013065	0.540888	0.444913	0.002522	0.002522	0.994497	0.022792	0.415168	0.561906	0.001165	0.001165	0.996873
300	F3	-	0.499274	0.304432	0.305442	0.389682	0.005677	0.005677	0.987989	0.996245	0.000474	0.002995	0.007538	0.007538	0.984244	0.000804	0.996379	0.002768	0.014847	0.094317	0.889646	0.002721	0.988643	0.008357	0.006098	0.006098	0.987706	0.997961	0.000407	0.001481	0.976771	0.003153	0.020029	0.035662	0.951734	0.011610
